indicator,sheet,"Chart SF1.1.A. Average size of households by household type, 2024a","Data for Chart SF1.1.A. Average size of households by household type, 2024a",Unnamed: 13,Unnamed: 14,Unnamed: 15,"Table SF1.1.A. Types of household, 2021a",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 10,Unnamed: 12,"Table SF1.1.B. Households by number of children, 2024a",Unnamed: 5,"Chart SF1.2.A. Living arrangements of children, 2023a",Unnamed: 11,Unnamed: 16,Unnamed: 17,"Chart SF1.2.B. Trends in the living arrangements of children, 2005 to 2023","Chart SF1.2.C. Trends in children living with cohabiting parents, 2007 and 2023a",Distribution of children by the presence and marital status of parents,Unnamed: 1,Unnamed: 9,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 0,Table SF1.3.A. Living arrangements of children by age,Table SF1.3.B. Living arrangements of children by relative income poverty status,Table SF1.3.C: Living arrangements of children by mother's level of educational attainment,"Table SF1.3.D: Living arrangements of young adolescents, 2013-14","Chart SF1.4.A. Child and young adult population, 2023","Data for Chart SF1.4.A. Child and young adult population, 2023","Chart SF1.4.B. Age distribution of children and young adults, 2023","Data for Chart SF1.4.B. Age distribution of children and young adults, 2023","Chart SF1.4.C. Trends in the child population, selected OECD countries","Data for Chart SF1.4.C. Trends in child population, selected OECD countries","Chart SF1.4.D. Youth dependency ratio, 1990 and 2023","Data for Chart SF1.4.A. Youth dependency ratio, 1990 and 2023","Chart SF1.4.E. Estimated (1960-2023) and projected (2024-2060) youth dependency ratios, selected OECD countries","Data for Chart SF1.4.E. Estimated (1960-2023) and projected (2024-2060) youth dependency ratios, selected OECD countries",Child and youth population,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Age distribution of children and young people,Unnamed: 36,Unnamed: 37,Youth dependency ratio,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,"Chart SF1.5.A. Children in overcrowded households, 2017","Chart SF1.5.B. Children in households that lack basic facilities, 2017","Chart SF1.5.C. Children living in areas with environmental problems, 2017","Table SF1.5.A. Children in overcrowded households, 2017","Table SF1.5.B. Children in households that lack basic facilities, 2017","Table SF1.5.C. Children living in areas with environmental problems, 2017"
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Canada,50.9194405881055,25.300813909123775,25.61862667898173,8.715567084330706,,,29.347961421849135,11.017030905714655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Chile,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Columbia,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Costa Rica,52.441872591414096,38.147069356764575,14.294803234649523,10.548100577130933,9.489555619690197,1.0585449574407368,11.270908769011005,25.739118062443968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Czechia,47.025111949085264,21.703808132374654,25.32130381671061,7.154101947321727,6.112637634339422,1.0414643129823045,39.15039664965803,6.670389453934984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Denmark,48.59697982817776,20.408734466100718,28.18813295710139,6.308204701450511,5.1142015818377535,1.1940031196127574,37.57421070162811,7.520454895442764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Estonia,46.19971334716151,25.4647425910924,20.734970756069117,6.8285691394183266,6.090749659488476,0.7378194799298502,36.99156955782465,9.980147955595516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Finland,45.63784029956482,17.056363583789956,28.581476715774862,5.4277690227998905,4.497122905431781,0.9306461173681091,45.33596223632657,3.5983561525004695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,France,49.72711406708301,22.188117606312165,27.538996460770836,7.676366174926671,6.228669920881452,1.4476962540452198,37.78405019860812,4.812469559382205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Germany,45.78152321692019,17.888932794490035,27.892602981240554,5.411382923956302,4.436141061362147,0.9752418625941559,43.139666932310625,5.66742692681288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Greece,52.138468661813675,24.02723542313049,28.11123323868318,4.66270093152921,3.820243806847218,0.8424571246819926,32.34761610415918,10.851375874044363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Hungary,45.25398130699179,20.432837864033047,24.821143442958746,7.073477071388747,5.705424249751699,1.3680528216370471,34.41937066472689,13.253170956892571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Iceland,45.19484291053046,25.4216692523443,19.773173658186153,7.354278595938831,6.231610482311672,1.122668113627158,29.16185832524513,18.2890201682856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Ireland,53.02712062655892,29.449109545247236,23.57801108131169,6.9256561389113775,6.1224356190629985,0.8032205198483794,23.135620590552296,16.9116026439774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Israel,64.5,45.800000000000004,18.7,9.100000000000001,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Italy,46.70412541077324,20.906322272748838,25.7978031380244,7.274459279304375,5.649392889777314,1.6250663895270616,36.6380649614826,9.383350348439787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Japan,45.073248339209506,15.668254179713905,29.4049941594956,2.503513646516398,2.257533706744799,0.24597993977159913,37.96977177018868,14.453466244085423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Korea,43.48048883625986,26.248858455142667,17.231630381117192,9.125676534368122,6.849305387113162,2.27637114725496,35.4685768117095,11.925257817662526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Latvia,27.800585372477794,12.205404147075441,15.595181225402351,13.43652927953597,11.207918775325119,2.2286105042108506,41.083860548465395,17.67902479952084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Lithuania,50.089191679831494,23.741196024223278,26.347995655608216,7.17902514481306,6.67612888362296,0.5028962611901001,35.155838599262765,7.57594457609268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Luxembourg,53.059577460287024,26.859398472208905,26.200178988078115,6.6317480103557385,5.388819637549141,1.242928372806597,28.869818135327773,11.438856394029468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Mexico,50.35735175634647,39.01616318978192,11.341188566564552,11.216617582127462,,,12.464293273673238,25.961737387852832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Netherlands,53.60123767893923,23.00751058968156,30.593727089257673,6.098420788212213,5.0041630182497725,1.0942577699624403,38.50486663484779,1.7954748980007689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,New Zealand,57.32812521954166,29.253136811341697,28.074988408199967,10.387306627699484,,,22.79439659411839,9.490171558640462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Norway,47.042061528036726,22.995524188994537,24.04653733904219,6.310318933730655,4.7651635682060896,1.5451553655245653,42.13662021782677,4.510999320405854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Poland,48.32108894111276,23.920365853707384,24.400723087405375,5.969036061040241,5.147507507459393,0.8215285535808489,23.43550634744326,22.27435262808144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Portugal,57.1738518462817,25.76520282972484,31.40864901655686,7.221597186471462,6.2375274035597155,0.9840697829117475,24.773372320139135,10.831178647107707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Slovak Republic,37.153957731105784,16.994268134915476,20.15968959619031,6.230566233165999,5.389510975758213,0.8410552574077856,31.404296629176393,25.211179406551825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Slovenia,45.4139537696765,20.97182774238121,24.44212602729529,6.932338662591215,5.5705981283627715,1.3617405342284439,33.99710624321049,13.656601324521796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Spain,50.872978872954924,25.45829995140573,25.414689709487824,8.572360341099516,6.886922930912477,1.6854374101870395,26.97613594701353,13.578514050993398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Sweden,49.27214281122088,22.490881426397788,26.78126138482309,6.666266635235625,4.9065212266678095,1.7597454085678161,39.24023316117695,4.821357392366544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Switzerland,53.76768192594362,24.046549842848634,29.72102979598068,4.6982261624355175,3.8784205130670513,0.8198056493684667,36.879491203436025,4.654600708184836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Türkiye,54.37940313305658,40.83922306159697,13.54018007145961,10.064811718261229,7.754038488923317,2.3107732293379115,18.877345144754802,16.67844000392739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,United Kingdom,53.71777792871729,20.28527709963887,33.43247944730101,7.480699916803505,,,30.81260589770715,7.988916256772054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,United States,53.18549368313131,19.8462673708172,33.33922631231411,6.797399067227115,5.212952336734387,1.5844467304927283,27.611972251796637,12.405134997844932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,OECD-36 average,49.05174819977244,,,7.3802287036841365,,,32.10620403989249,11.46181322881247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Bulgaria,40.30305948826607,16.3504097416764,23.952649746589675,4.603050973790769,3.8757263475552985,0.7273246262354713,35.80958004095323,19.284309496989923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Croatia,51.50887532742574,24.776444853146074,26.732360809229228,5.422309535752104,4.386250905645656,1.0360586301064483,27.801580003343922,15.267513793679989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Cyprus,56.92086290728218,27.422455708936454,29.49812775945901,6.165260157603532,4.936008494942156,1.2292516626613759,24.490862348404406,12.426367853350474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Malta,46.92082655280007,21.114001047795224,25.806825505004845,5.6808119022119605,4.557909231261388,1.1229026709505727,32.51225132249375,14.88981923214228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Romania,45.66102647779473,20.733677262791602,24.92734921500313,6.503112734119855,4.564712090416323,1.9384006437035317,33.62588221589986,14.209978572185559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,EU average,47.97451841442698,22.0906252989661,25.883876887232596,6.70764756407761,5.532232893269598,1.1754146708080124,34.00138284800714,11.316719822957422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,"a) Data for Costa Rica refer to 2011, for Japan and Mexico to 2020, for Israel to 2022, and for Korea to 2023.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,"b) 'Children' in this instance are generally defined as resident children under 25, and include both biological children and step- or adopted children, with any resident children over aged 25 or over treated as a non-dependent 'adult' child, though exact definitions do vary across countries. 'Couple households’ are households with two adults in a couple (either married or in a civil or registered partnership, or cohabiting), with ‘couple households with children’ defined as those that contain two adults in a couple and at least one child (under age 25), and ‘couple households without children’ those that contain two adults in a couple and either no children (under age 25) or 'adult' children (age 25 or over) only. Generally, as of the 2011 round of the population and housing census, ‘couples’ include adults in same-sex as well as opposite-sex relationships. 'Single parent households’ are households with a single adult and at least one child (under age 25). 'Single person' households are households with a single person living alone. 'Other household types' covers all other types of households, including households with several unrelated cohabiting members and households shared by two or more family units. Households with three-generations living in the same household are included in this category.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,"c) For Australia and New Zealand, 'children' are defined as someone of any age who lives with their parent(s) and as long as they do not have a partner or children of their own living in the same household.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,"d) For Canada, 'single parent households' covers all single-parent households regardless of age of children. However, the definition of 'children' used for 'couple households with/without children' continues to conform with that given in note b) above (i.e. for 'couple households', 'children' are defined as resident children under 25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,"e) For Israel, no distinction between 'single person households' and 'other' household types.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,"f) For Japan, 'couple households' refers to married couple households. 'Children' refers to unmarried children under age 20.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,"g) For Korea, 'children' refers to all unmarried children of any age",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,"h) For Mexico, 'children' refers to children of any age",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,"i) For the United States, ‘children’ refer to ‘own children’ (that is, children of the ‘head of household’) under age 18, only. 'Couple households’ refer to households where the head of household is part of an (opposite-sex) married couple only (i.e. unmarried couples, plus also same-sex married-couples, are excluded), and ‘couple households with children’ refer to married couple households where the couple has at least one own child under age 18. ‘Single parent households’ refer to households where the head of household has at least one own child under age 18 but no spouse present. In both cases the household may or may not contain other adults. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,j) The OECD-36 average excludes Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,"for Australia, 2021 Census of Population and Housing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_1_Family_size_and_composition,Table SF1.1.A,,,,,,"for Canada, 2021 Census of Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
