country,year,indicator,birth_order,unit,value,source
Luxembourg,2020,births_by_birth_order,Third birth or higher,%,12.8,OECD
Netherlands,2020,births_by_birth_order,First birth,%,45.5,OECD
Netherlands,2020,births_by_birth_order,Second birth,%,36.4,OECD
Netherlands,2020,births_by_birth_order,Third birth or higher,%,18.1,OECD
Norway,2020,births_by_birth_order,First birth,%,43.5,OECD
Norway,2020,births_by_birth_order,Second birth,%,38.0,OECD
Norway,2020,births_by_birth_order,Third birth or higher,%,18.4,OECD
Poland,2020,births_by_birth_order,First birth,%,44.3,OECD
Poland,2020,births_by_birth_order,Second birth,%,35.1,OECD
Poland,2020,births_by_birth_order,Third birth or higher,%,20.6,OECD
Slovenia,2020,births_by_birth_order,First birth,%,46.6,OECD
Slovenia,2020,births_by_birth_order,Second birth,%,38.2,OECD
Slovenia,2020,births_by_birth_order,Third birth or higher,%,15.2,OECD
Spain,2020,births_by_birth_order,First birth,%,50.8,OECD
Spain,2020,births_by_birth_order,Second birth,%,35.7,OECD
Spain,2020,births_by_birth_order,Third birth or higher,%,13.5,OECD
Switzerland,2020,births_by_birth_order,First birth,%,48.3,OECD
Switzerland,2020,births_by_birth_order,Second birth,%,36.6,OECD
Switzerland,2020,births_by_birth_order,Third birth or higher,%,15.0,OECD
Romania,2020,births_by_birth_order,First birth,%,53.9,OECD
Romania,2020,births_by_birth_order,Second birth,%,29.5,OECD
Romania,2020,births_by_birth_order,Third birth or higher,%,16.6,OECD
Austria,2021,births_by_birth_order,First birth,%,47.6,OECD
Austria,2021,births_by_birth_order,Second birth,%,35.5,OECD
Austria,2021,births_by_birth_order,Third birth or higher,%,16.9,OECD
Belgium,2021,births_by_birth_order,First birth,%,44.0,OECD
Belgium,2021,births_by_birth_order,Second birth,%,35.1,OECD
Belgium,2021,births_by_birth_order,Third birth or higher,%,20.9,OECD
Czechia,2021,births_by_birth_order,First birth,%,46.4,OECD
Czechia,2021,births_by_birth_order,Second birth,%,39.0,OECD
Czechia,2021,births_by_birth_order,Third birth or higher,%,14.6,OECD
Estonia,2021,births_by_birth_order,First birth,%,37.2,OECD
Estonia,2021,births_by_birth_order,Second birth,%,35.9,OECD
Estonia,2021,births_by_birth_order,Third birth or higher,%,26.9,OECD
Finland,2021,births_by_birth_order,First birth,%,42.3,OECD
Finland,2021,births_by_birth_order,Second birth,%,33.9,OECD
Finland,2021,births_by_birth_order,Third birth or higher,%,23.8,OECD
Greece,2021,births_by_birth_order,First birth,%,45.8,OECD
Greece,2021,births_by_birth_order,Second birth,%,38.7,OECD
Greece,2021,births_by_birth_order,Third birth or higher,%,15.6,OECD
Iceland,2021,births_by_birth_order,First birth,%,40.0,OECD
Iceland,2021,births_by_birth_order,Second birth,%,36.2,OECD
Iceland,2021,births_by_birth_order,Third birth or higher,%,23.8,OECD
Latvia,2021,births_by_birth_order,First birth,%,38.2,OECD
Latvia,2021,births_by_birth_order,Second birth,%,37.6,OECD
Latvia,2021,births_by_birth_order,Third birth or higher,%,24.2,OECD
Lithuania,2021,births_by_birth_order,First birth,%,43.7,OECD
Lithuania,2021,births_by_birth_order,Second birth,%,39.7,OECD
Lithuania,2021,births_by_birth_order,Third birth or higher,%,16.6,OECD
Luxembourg,2021,births_by_birth_order,First birth,%,53.2,OECD
Luxembourg,2021,births_by_birth_order,Second birth,%,34.1,OECD
Luxembourg,2021,births_by_birth_order,Third birth or higher,%,12.7,OECD
Netherlands,2021,births_by_birth_order,First birth,%,45.4,OECD
Netherlands,2021,births_by_birth_order,Second birth,%,36.3,OECD
Netherlands,2021,births_by_birth_order,Third birth or higher,%,18.2,OECD
Norway,2021,births_by_birth_order,First birth,%,42.8,OECD
Norway,2021,births_by_birth_order,Second birth,%,38.4,OECD
Norway,2021,births_by_birth_order,Third birth or higher,%,18.8,OECD
Poland,2021,births_by_birth_order,First birth,%,44.2,OECD
Poland,2021,births_by_birth_order,Second birth,%,34.3,OECD
Poland,2021,births_by_birth_order,Third birth or higher,%,21.5,OECD
Slovenia,2021,births_by_birth_order,First birth,%,45.1,OECD
Slovenia,2021,births_by_birth_order,Second birth,%,39.4,OECD
Slovenia,2021,births_by_birth_order,Third birth or higher,%,15.5,OECD
Spain,2021,births_by_birth_order,First birth,%,49.9,OECD
Spain,2021,births_by_birth_order,Second birth,%,36.2,OECD
Spain,2021,births_by_birth_order,Third birth or higher,%,13.9,OECD
Switzerland,2021,births_by_birth_order,First birth,%,47.6,OECD
Switzerland,2021,births_by_birth_order,Second birth,%,37.4,OECD
Switzerland,2021,births_by_birth_order,Third birth or higher,%,15.0,OECD
Romania,2021,births_by_birth_order,First birth,%,52.4,OECD
Romania,2021,births_by_birth_order,Second birth,%,30.3,OECD
Romania,2021,births_by_birth_order,Third birth or higher,%,17.3,OECD
Austria,2022,births_by_birth_order,First birth,%,48.4,OECD
Austria,2022,births_by_birth_order,Second birth,%,34.9,OECD
Austria,2022,births_by_birth_order,Third birth or higher,%,16.7,OECD
Belgium,2022,births_by_birth_order,First birth,%,44.7,OECD
Belgium,2022,births_by_birth_order,Second birth,%,34.3,OECD
Belgium,2022,births_by_birth_order,Third birth or higher,%,20.9,OECD
Czechia,2022,births_by_birth_order,First birth,%,46.3,OECD
Czechia,2022,births_by_birth_order,Second birth,%,38.6,OECD
Czechia,2022,births_by_birth_order,Third birth or higher,%,15.0,OECD
Estonia,2022,births_by_birth_order,First birth,%,39.8,OECD
Estonia,2022,births_by_birth_order,Second birth,%,33.8,OECD
Estonia,2022,births_by_birth_order,Third birth or higher,%,26.4,OECD
Finland,2022,births_by_birth_order,First birth,%,43.4,OECD
Finland,2022,births_by_birth_order,Second birth,%,33.2,OECD
Finland,2022,births_by_birth_order,Third birth or higher,%,23.5,OECD
Greece,2022,births_by_birth_order,First birth,%,47.2,OECD
Greece,2022,births_by_birth_order,Second birth,%,37.6,OECD
Greece,2022,births_by_birth_order,Third birth or higher,%,15.2,OECD
Iceland,2022,births_by_birth_order,First birth,%,41.5,OECD
Iceland,2022,births_by_birth_order,Second birth,%,36.0,OECD
Iceland,2022,births_by_birth_order,Third birth or higher,%,22.4,OECD
Latvia,2022,births_by_birth_order,First birth,%,37.9,OECD
Latvia,2022,births_by_birth_order,Second birth,%,36.6,OECD
Latvia,2022,births_by_birth_order,Third birth or higher,%,25.5,OECD
Lithuania,2022,births_by_birth_order,First birth,%,45.4,OECD
Lithuania,2022,births_by_birth_order,Second birth,%,38.4,OECD
Lithuania,2022,births_by_birth_order,Third birth or higher,%,16.2,OECD
Luxembourg,2022,births_by_birth_order,First birth,%,54.4,OECD
Luxembourg,2022,births_by_birth_order,Second birth,%,32.8,OECD
Luxembourg,2022,births_by_birth_order,Third birth or higher,%,12.8,OECD
Netherlands,2022,births_by_birth_order,First birth,%,46.7,OECD
Netherlands,2022,births_by_birth_order,Second birth,%,35.3,OECD
Netherlands,2022,births_by_birth_order,Third birth or higher,%,18.0,OECD
Norway,2022,births_by_birth_order,First birth,%,43.7,OECD
Norway,2022,births_by_birth_order,Second birth,%,37.8,OECD
Norway,2022,births_by_birth_order,Third birth or higher,%,18.5,OECD
Poland,2022,births_by_birth_order,First birth,%,44.5,OECD
Poland,2022,births_by_birth_order,Second birth,%,33.3,OECD
Poland,2022,births_by_birth_order,Third birth or higher,%,22.2,OECD
Slovenia,2022,births_by_birth_order,First birth,%,46.8,OECD
Slovenia,2022,births_by_birth_order,Second birth,%,37.7,OECD
Slovenia,2022,births_by_birth_order,Third birth or higher,%,15.5,OECD
Spain,2022,births_by_birth_order,First birth,%,50.5,OECD
Spain,2022,births_by_birth_order,Second birth,%,35.4,OECD
Spain,2022,births_by_birth_order,Third birth or higher,%,14.1,OECD
Switzerland,2022,births_by_birth_order,First birth,%,48.2,OECD
Switzerland,2022,births_by_birth_order,Second birth,%,37.1,OECD
Switzerland,2022,births_by_birth_order,Third birth or higher,%,14.7,OECD
Romania,2022,births_by_birth_order,First birth,%,51.6,OECD
Romania,2022,births_by_birth_order,Second birth,%,30.5,OECD
Romania,2022,births_by_birth_order,Third birth or higher,%,17.9,OECD
Austria,2023,births_by_birth_order,First birth,%,48.1,OECD
Austria,2023,births_by_birth_order,Second birth,%,35.1,OECD
Austria,2023,births_by_birth_order,Third birth or higher,%,16.8,OECD
Belgium,2023,births_by_birth_order,First birth,%,45.5,OECD
Belgium,2023,births_by_birth_order,Second birth,%,34.1,OECD
Belgium,2023,births_by_birth_order,Third birth or higher,%,20.4,OECD
Czechia,2023,births_by_birth_order,First birth,%,46.3,OECD
Czechia,2023,births_by_birth_order,Second birth,%,39.1,OECD
Czechia,2023,births_by_birth_order,Third birth or higher,%,14.6,OECD
Estonia,2023,births_by_birth_order,First birth,%,39.7,OECD
Estonia,2023,births_by_birth_order,Second birth,%,33.9,OECD
Estonia,2023,births_by_birth_order,Third birth or higher,%,26.4,OECD
Finland,2023,births_by_birth_order,First birth,%,43.4,OECD
Finland,2023,births_by_birth_order,Second birth,%,33.9,OECD
Finland,2023,births_by_birth_order,Third birth or higher,%,22.6,OECD
Greece,2023,births_by_birth_order,First birth,%,47.5,OECD
Greece,2023,births_by_birth_order,Second birth,%,37.3,OECD
Greece,2023,births_by_birth_order,Third birth or higher,%,15.2,OECD
Iceland,2023,births_by_birth_order,First birth,%,41.9,OECD
Iceland,2023,births_by_birth_order,Second birth,%,38.3,OECD
Iceland,2023,births_by_birth_order,Third birth or higher,%,19.8,OECD
Latvia,2023,births_by_birth_order,First birth,%,39.2,OECD
Latvia,2023,births_by_birth_order,Second birth,%,35.3,OECD
Latvia,2023,births_by_birth_order,Third birth or higher,%,25.5,OECD
Lithuania,2023,births_by_birth_order,First birth,%,46.4,OECD
Lithuania,2023,births_by_birth_order,Second birth,%,37.6,OECD
Lithuania,2023,births_by_birth_order,Third birth or higher,%,16.0,OECD
Luxembourg,2023,births_by_birth_order,First birth,%,54.5,OECD
Luxembourg,2023,births_by_birth_order,Second birth,%,31.8,OECD
Luxembourg,2023,births_by_birth_order,Third birth or higher,%,13.7,OECD
Netherlands,2023,births_by_birth_order,First birth,%,46.0,OECD
Netherlands,2023,births_by_birth_order,Second birth,%,36.5,OECD
Netherlands,2023,births_by_birth_order,Third birth or higher,%,17.6,OECD
Norway,2023,births_by_birth_order,First birth,%,44.1,OECD
Norway,2023,births_by_birth_order,Second birth,%,38.3,OECD
Norway,2023,births_by_birth_order,Third birth or higher,%,17.7,OECD
Poland,2023,births_by_birth_order,First birth,%,44.8,OECD
Poland,2023,births_by_birth_order,Second birth,%,33.5,OECD
Poland,2023,births_by_birth_order,Third birth or higher,%,21.7,OECD
Slovenia,2023,births_by_birth_order,First birth,%,46.4,OECD
Slovenia,2023,births_by_birth_order,Second birth,%,37.6,OECD
Slovenia,2023,births_by_birth_order,Third birth or higher,%,15.9,OECD
Spain,2023,births_by_birth_order,First birth,%,50.3,OECD
Spain,2023,births_by_birth_order,Second birth,%,36.1,OECD
Spain,2023,births_by_birth_order,Third birth or higher,%,13.6,OECD
Switzerland,2023,births_by_birth_order,First birth,%,48.5,OECD
Switzerland,2023,births_by_birth_order,Second birth,%,37.1,OECD
Switzerland,2023,births_by_birth_order,Third birth or higher,%,14.4,OECD
Romania,2023,births_by_birth_order,First birth,%,49.9,OECD
Romania,2023,births_by_birth_order,Second birth,%,30.8,OECD
Romania,2023,births_by_birth_order,Third birth or higher,%,19.3,OECD
