region,iso_code,indicator,year,age_group,percentage,number,process
World,900,Married or in-union women,2026,15-19,11.16,67926,Projection
World,900,Married or in-union women,2026,20-24,42.51,243827,Projection
World,900,Married or in-union women,2026,25-29,69.33,382251,Projection
World,900,Married or in-union women,2026,30-34,81.44,440232,Projection
World,900,Married or in-union women,2026,35-39,84.48,462702,Projection
World,900,Married or in-union women,2026,40-44,83.97,421450,Projection
World,900,Married or in-union women,2026,45-49,82.27,365159,Projection
World,900,Married or in-union women,2026,15-49,63.26,2383549,Projection
World,900,Married or in-union women,2027,15-19,10.97,67533,Projection
World,900,Married or in-union women,2027,20-24,42.03,243292,Projection
World,900,Married or in-union women,2027,25-29,68.99,382567,Projection
World,900,Married or in-union women,2027,30-34,81.22,438803,Projection
World,900,Married or in-union women,2027,35-39,84.26,461134,Projection
World,900,Married or in-union women,2027,40-44,83.91,428918,Projection
World,900,Married or in-union women,2027,45-49,82.23,373689,Projection
World,900,Married or in-union women,2027,15-49,63.01,2395938,Projection
World,900,Married or in-union women,2028,15-19,10.8,67101,Projection
World,900,Married or in-union women,2028,20-24,41.52,243035,Projection
World,900,Married or in-union women,2028,25-29,68.64,383147,Projection
World,900,Married or in-union women,2028,30-34,81.01,437994,Projection
World,900,Married or in-union women,2028,35-39,84.03,458283,Projection
World,900,Married or in-union women,2028,40-44,83.86,436106,Projection
World,900,Married or in-union women,2028,45-49,82.2,382760,Projection
World,900,Married or in-union women,2028,15-49,62.77,2408428,Projection
World,900,Married or in-union women,2029,15-19,10.64,66564,Projection
World,900,Married or in-union women,2029,20-24,41.02,243031,Projection
World,900,Married or in-union women,2029,25-29,68.27,383922,Projection
World,900,Married or in-union women,2029,30-34,80.8,437655,Projection
World,900,Married or in-union women,2029,35-39,83.82,454717,Projection
World,900,Married or in-union women,2029,40-44,83.82,443261,Projection
World,900,Married or in-union women,2029,45-49,82.15,390629,Projection
World,900,Married or in-union women,2029,15-49,62.54,2419783,Projection
World,900,Married or in-union women,2030,15-19,10.5,65979,Projection
World,900,Married or in-union women,2030,20-24,40.54,243093,Projection
World,900,Married or in-union women,2030,25-29,67.9,384454,Projection
World,900,Married or in-union women,2030,30-34,80.59,438268,Projection
World,900,Married or in-union women,2030,35-39,83.6,449962,Projection
World,900,Married or in-union women,2030,40-44,83.76,449775,Projection
World,900,Married or in-union women,2030,45-49,82.12,398339,Projection
World,900,Married or in-union women,2030,15-49,62.33,2429873,Projection
World,900,Married or in-union women,2031,15-19,10.37,65374,Projection
World,900,Married or in-union women,2031,20-24,40.09,243119,Projection
World,900,Married or in-union women,2031,25-29,67.5,384955,Projection
World,900,Married or in-union women,2031,30-34,80.39,439603,Projection
World,900,Married or in-union women,2031,35-39,83.41,446587,Projection
World,900,Married or in-union women,2031,40-44,83.65,452879,Projection
World,900,Married or in-union women,2031,45-49,82.11,406217,Projection
World,900,Married or in-union women,2031,15-49,62.13,2438736,Projection
World,900,Married or in-union women,2032,15-19,10.25,64702,Projection
World,900,Married or in-union women,2032,20-24,39.65,243176,Projection
World,900,Married or in-union women,2032,25-29,67.06,386017,Projection
World,900,Married or in-union women,2032,30-34,80.2,441111,Projection
World,900,Married or in-union women,2032,35-39,83.26,445511,Projection
World,900,Married or in-union women,2032,40-44,83.47,451559,Projection
World,900,Married or in-union women,2032,45-49,82.11,413738,Projection
World,900,Married or in-union women,2032,15-49,61.92,2445817,Projection
World,900,Married or in-union women,2033,15-19,10.17,63978,Projection
World,900,Married or in-union women,2033,20-24,39.23,242969,Projection
World,900,Married or in-union women,2033,25-29,66.59,387660,Projection
World,900,Married or in-union women,2033,30-34,79.99,442915,Projection
World,900,Married or in-union women,2033,35-39,83.1,445066,Projection
World,900,Married or in-union women,2033,40-44,83.28,448932,Projection
World,900,Married or in-union women,2033,45-49,82.12,421035,Projection
World,900,Married or in-union women,2033,15-49,61.75,2452558,Projection
World,900,Married or in-union women,2034,15-19,10.11,63249,Projection
World,900,Married or in-union women,2034,20-24,38.86,242193,Projection
World,900,Married or in-union women,2034,25-29,66.13,389749,Projection
World,900,Married or in-union women,2034,30-34,79.77,444985,Projection
World,900,Married or in-union women,2034,35-39,82.95,445083,Projection
World,900,Married or in-union women,2034,40-44,83.09,445566,Projection
World,900,Married or in-union women,2034,45-49,82.14,428340,Projection
World,900,Married or in-union women,2034,15-49,61.63,2459168,Projection
World,900,Married or in-union women,2035,15-19,10.08,62480,Projection
World,900,Married or in-union women,2035,20-24,38.51,241114,Projection
World,900,Married or in-union women,2035,25-29,65.7,391872,Projection
World,900,Married or in-union women,2035,30-34,79.53,446740,Projection
World,900,Married or in-union women,2035,35-39,82.81,446078,Projection
World,900,Married or in-union women,2035,40-44,82.89,440962,Projection
World,900,Married or in-union women,2035,45-49,82.14,435017,Projection
World,900,Married or in-union women,2035,15-49,61.53,2464267,Projection
World,900,Married or in-union women,2036,15-19,10.08,61694,Projection
World,900,Married or in-union women,2036,20-24,38.18,239876,Projection
World,900,Married or in-union women,2036,25-29,65.29,393822,Projection
World,900,Married or in-union women,2036,30-34,79.27,448515,Projection
World,900,Married or in-union women,2036,35-39,82.67,447816,Projection
World,900,Married or in-union women,2036,40-44,82.72,437735,Projection
World,900,Married or in-union women,2036,45-49,82.06,438208,Projection
World,900,Married or in-union women,2036,15-49,61.47,2467669,Projection
World,900,Married or in-union women,2037,15-19,10.1,60960,Projection
World,900,Married or in-union women,2037,20-24,37.87,238173,Projection
World,900,Married or in-union women,2037,25-29,64.88,395857,Projection
World,900,Married or in-union women,2037,30-34,78.99,451153,Projection
World,900,Married or in-union women,2037,35-39,82.53,449717,Projection
World,900,Married or in-union women,2037,40-44,82.59,436843,Projection
World,900,Married or in-union women,2037,45-49,81.86,436838,Projection
World,900,Married or in-union women,2037,15-49,61.41,2469544,Projection
World,900,Married or in-union women,2038,15-19,10.12,60322,Projection
World,900,Married or in-union women,2038,20-24,37.67,236175,Projection
World,900,Married or in-union women,2038,25-29,64.49,397334,Projection
World,900,Married or in-union women,2038,30-34,78.7,454611,Projection
World,900,Married or in-union women,2038,35-39,82.38,451938,Projection
World,900,Married or in-union women,2038,40-44,82.47,436594,Projection
World,900,Married or in-union women,2038,45-49,81.64,434104,Projection
World,900,Married or in-union women,2038,15-49,61.37,2471080,Projection
World,900,Married or in-union women,2039,15-19,10.12,59788,Projection
World,900,Married or in-union women,2039,20-24,37.56,234216,Projection
World,900,Married or in-union women,2039,25-29,64.11,397624,Projection
World,900,Married or in-union women,2039,30-34,78.43,458665,Projection
World,900,Married or in-union women,2039,35-39,82.23,454474,Projection
World,900,Married or in-union women,2039,40-44,82.36,436816,Projection
World,900,Married or in-union women,2039,45-49,81.4,430602,Projection
World,900,Married or in-union women,2039,15-49,61.32,2472187,Projection
World,900,Married or in-union women,2040,15-19,10.09,59348,Projection
World,900,Married or in-union women,2040,20-24,37.56,232101,Projection
World,900,Married or in-union women,2040,25-29,63.75,397208,Projection
World,900,Married or in-union women,2040,30-34,78.17,462732,Projection
World,900,Married or in-union women,2040,35-39,82.05,456697,Projection
World,900,Married or in-union women,2040,40-44,82.26,438030,Projection
World,900,Married or in-union women,2040,45-49,81.14,425799,Projection
World,900,Married or in-union women,2040,15-49,61.26,2471919,Projection
World,900,Married or in-union women,2041,15-19,10.03,58957,Projection
World,900,Married or in-union women,2041,20-24,37.68,229938,Projection
World,900,Married or in-union women,2041,25-29,63.41,396434,Projection
World,900,Married or in-union women,2041,30-34,77.92,466515,Projection
World,900,Married or in-union women,2041,35-39,81.87,458961,Projection
World,900,Married or in-union women,2041,40-44,82.16,439986,Projection
World,900,Married or in-union women,2041,45-49,80.92,422400,Projection
World,900,Married or in-union women,2041,15-49,61.22,2473193,Projection
World,900,Married or in-union women,2042,15-19,9.95,58550,Projection
World,900,Married or in-union women,2042,20-24,37.91,228112,Projection
World,900,Married or in-union women,2042,25-29,63.07,394726,Projection
World,900,Married or in-union women,2042,30-34,77.69,470483,Projection
World,900,Married or in-union women,2042,35-39,81.66,462175,Projection
World,900,Married or in-union women,2042,40-44,82.06,442092,Projection
World,900,Married or in-union women,2042,45-49,80.77,421417,Projection
World,900,Married or in-union women,2042,15-49,61.21,2477559,Projection
World,900,Married or in-union women,2043,15-19,9.86,58121,Projection
World,900,Married or in-union women,2043,20-24,38.14,226674,Projection
World,900,Married or in-union women,2043,25-29,62.83,392035,Projection
World,900,Married or in-union women,2043,30-34,77.46,473746,Projection
World,900,Married or in-union women,2043,35-39,81.46,466274,Projection
World,900,Married or in-union women,2043,40-44,81.96,444522,Projection
World,900,Married or in-union women,2043,45-49,80.64,421088,Projection
World,900,Married or in-union women,2043,15-49,61.2,2482464,Projection
World,900,Married or in-union women,2044,15-19,9.75,57669,Projection
World,900,Married or in-union women,2044,20-24,38.3,225581,Projection
World,900,Married or in-union women,2044,25-29,62.68,389004,Projection
World,900,Married or in-union women,2044,30-34,77.22,475440,Projection
World,900,Married or in-union women,2044,35-39,81.26,470998,Projection
World,900,Married or in-union women,2044,40-44,81.85,447281,Projection
World,900,Married or in-union women,2044,45-49,80.51,421224,Projection
World,900,Married or in-union women,2044,15-49,61.17,2487200,Projection
World,900,Married or in-union women,2045,15-19,9.65,57208,Projection
World,900,Married or in-union women,2045,20-24,38.35,224832,Projection
World,900,Married or in-union women,2045,25-29,62.64,385328,Projection
World,900,Married or in-union women,2045,30-34,76.98,476161,Projection
World,900,Married or in-union women,2045,35-39,81.08,475732,Projection
World,900,Married or in-union women,2045,40-44,81.72,449737,Projection
World,900,Married or in-union women,2045,45-49,80.39,422353,Projection
World,900,Married or in-union women,2045,15-49,61.14,2491352,Projection
World,900,Married or in-union women,2046,15-19,9.55,56750,Projection
World,900,Married or in-union women,2046,20-24,38.27,224221,Projection
World,900,Married or in-union women,2046,25-29,62.72,381022,Projection
World,900,Married or in-union women,2046,30-34,76.75,476426,Projection
World,900,Married or in-union women,2046,35-39,80.91,480165,Projection
World,900,Married or in-union women,2046,40-44,81.59,452263,Projection
World,900,Married or in-union women,2046,45-49,80.28,424209,Projection
World,900,Married or in-union women,2046,15-49,61.08,2495058,Projection
World,900,Married or in-union women,2047,15-19,9.45,56293,Projection
World,900,Married or in-union women,2047,20-24,38.11,223554,Projection
World,900,Married or in-union women,2047,25-29,62.93,376882,Projection
World,900,Married or in-union women,2047,30-34,76.52,475498,Projection
World,900,Married or in-union women,2047,35-39,80.75,484821,Projection
World,900,Married or in-union women,2047,40-44,81.44,455787,Projection
World,900,Married or in-union women,2047,45-49,80.18,426195,Projection
World,900,Married or in-union women,2047,15-49,61.04,2499034,Projection
World,900,Married or in-union women,2048,15-19,9.34,55833,Projection
World,900,Married or in-union women,2048,20-24,37.9,222806,Projection
World,900,Married or in-union women,2048,25-29,63.15,373560,Projection
World,900,Married or in-union women,2048,30-34,76.32,472853,Projection
World,900,Married or in-union women,2048,35-39,80.61,488755,Projection
World,900,Married or in-union women,2048,40-44,81.3,460224,Projection
World,900,Married or in-union women,2048,45-49,80.07,428511,Projection
World,900,Married or in-union women,2048,15-49,60.97,2502547,Projection
World,900,Married or in-union women,2049,15-19,9.24,55370,Projection
World,900,Married or in-union women,2049,20-24,37.66,221993,Projection
World,900,Married or in-union women,2049,25-29,63.31,371199,Projection
World,900,Married or in-union women,2049,30-34,76.15,469238,Projection
World,900,Married or in-union women,2049,35-39,80.45,491065,Projection
World,900,Married or in-union women,2049,40-44,81.17,465295,Projection
World,900,Married or in-union women,2049,45-49,79.96,431179,Projection
World,900,Married or in-union women,2049,15-49,60.89,2505340,Projection
World,900,Married or in-union women,2050,15-19,9.13,54899,Projection
World,900,Married or in-union women,2050,20-24,37.43,221187,Projection
World,900,Married or in-union women,2050,25-29,63.38,369903,Projection
World,900,Married or in-union women,2050,30-34,76.02,464315,Projection
World,900,Married or in-union women,2050,35-39,80.28,492371,Projection
World,900,Married or in-union women,2050,40-44,81.05,470367,Projection
World,900,Married or in-union women,2050,45-49,79.83,433565,Projection
