indicatorname,year,country,code,time,variant,sex,age,estimate_method,estimatemethod,value
Currently married (Percent),2024,Antigua and Barbuda,ATG,1990,Median,Female,15-49,2,Interpolation,38.73
Currently married (Percent),2024,Antigua and Barbuda,ATG,1991,Median,Female,15-49,2,Interpolation,38.92
Currently married (Percent),2024,Antigua and Barbuda,ATG,1992,Median,Female,15-49,2,Interpolation,39.04
Currently married (Percent),2024,Antigua and Barbuda,ATG,1993,Median,Female,15-49,2,Interpolation,39.11
Currently married (Percent),2024,Antigua and Barbuda,ATG,1994,Median,Female,15-49,2,Interpolation,39.23
Currently married (Percent),2024,Antigua and Barbuda,ATG,1995,Median,Female,15-49,2,Interpolation,39.39
Currently married (Percent),2024,Antigua and Barbuda,ATG,1996,Median,Female,15-49,2,Interpolation,39.58
Currently married (Percent),2024,Antigua and Barbuda,ATG,1997,Median,Female,15-49,2,Interpolation,39.73
Currently married (Percent),2024,Antigua and Barbuda,ATG,1998,Median,Female,15-49,2,Interpolation,39.79
Currently married (Percent),2024,Antigua and Barbuda,ATG,1999,Median,Female,15-49,2,Interpolation,39.83
Currently married (Percent),2024,Antigua and Barbuda,ATG,2000,Median,Female,15-49,2,Interpolation,39.88
Currently married (Percent),2024,Antigua and Barbuda,ATG,2001,Median,Female,15-49,2,Interpolation,39.89
Currently married (Percent),2024,Antigua and Barbuda,ATG,2002,Median,Female,15-49,2,Interpolation,39.36
Currently married (Percent),2024,Antigua and Barbuda,ATG,2003,Median,Female,15-49,2,Interpolation,38.8
Currently married (Percent),2024,Antigua and Barbuda,ATG,2004,Median,Female,15-49,2,Interpolation,38.22
Currently married (Percent),2024,Antigua and Barbuda,ATG,2005,Median,Female,15-49,2,Interpolation,37.61
Currently married (Percent),2024,Antigua and Barbuda,ATG,2006,Median,Female,15-49,2,Interpolation,37.0
Currently married (Percent),2024,Antigua and Barbuda,ATG,2007,Median,Female,15-49,2,Interpolation,36.42
Currently married (Percent),2024,Antigua and Barbuda,ATG,2008,Median,Female,15-49,2,Interpolation,35.78
Currently married (Percent),2024,Antigua and Barbuda,ATG,2009,Median,Female,15-49,2,Interpolation,35.11
Currently married (Percent),2024,Antigua and Barbuda,ATG,2010,Median,Female,15-49,2,Interpolation,34.43
Currently married (Percent),2024,Antigua and Barbuda,ATG,2011,Median,Female,15-49,2,Interpolation,33.76
Currently married (Percent),2024,Antigua and Barbuda,ATG,2012,Median,Female,15-49,3,Projection,33.16
Currently married (Percent),2024,Antigua and Barbuda,ATG,2013,Median,Female,15-49,3,Projection,32.62
Currently married (Percent),2024,Antigua and Barbuda,ATG,2014,Median,Female,15-49,3,Projection,32.18
Currently married (Percent),2024,Antigua and Barbuda,ATG,2015,Median,Female,15-49,3,Projection,31.76
Currently married (Percent),2024,Antigua and Barbuda,ATG,2016,Median,Female,15-49,3,Projection,31.38
Currently married (Percent),2024,Antigua and Barbuda,ATG,2017,Median,Female,15-49,3,Projection,31.08
Currently married (Percent),2024,Antigua and Barbuda,ATG,2018,Median,Female,15-49,3,Projection,30.83
Currently married (Percent),2024,Antigua and Barbuda,ATG,2019,Median,Female,15-49,3,Projection,30.62
Currently married (Percent),2024,Antigua and Barbuda,ATG,2020,Median,Female,15-49,3,Projection,30.49
Currently married (Percent),2024,Antigua and Barbuda,ATG,2021,Median,Female,15-49,3,Projection,30.4
Currently married (Percent),2024,Antigua and Barbuda,ATG,2022,Median,Female,15-49,3,Projection,30.33
Currently married (Percent),2024,Antigua and Barbuda,ATG,2023,Median,Female,15-49,3,Projection,30.26
Currently married (Percent),2024,Antigua and Barbuda,ATG,2024,Median,Female,15-49,3,Projection,30.19
Currently married (Percent),2024,Antigua and Barbuda,ATG,2025,Median,Female,15-49,3,Projection,30.23
Currently married (Percent),2024,Azerbaijan,AZE,1970,Median,Female,15-49,2,Interpolation,65.26
Currently married (Percent),2024,Azerbaijan,AZE,1971,Median,Female,15-49,2,Interpolation,64.18
Currently married (Percent),2024,Azerbaijan,AZE,1972,Median,Female,15-49,2,Interpolation,63.16
Currently married (Percent),2024,Azerbaijan,AZE,1973,Median,Female,15-49,2,Interpolation,62.24
Currently married (Percent),2024,Azerbaijan,AZE,1974,Median,Female,15-49,2,Interpolation,61.36
Currently married (Percent),2024,Azerbaijan,AZE,1975,Median,Female,15-49,2,Interpolation,60.51
Currently married (Percent),2024,Azerbaijan,AZE,1976,Median,Female,15-49,2,Interpolation,59.63
Currently married (Percent),2024,Azerbaijan,AZE,1977,Median,Female,15-49,2,Interpolation,58.79
Currently married (Percent),2024,Azerbaijan,AZE,1978,Median,Female,15-49,2,Interpolation,58.16
Currently married (Percent),2024,Azerbaijan,AZE,1979,Median,Female,15-49,2,Interpolation,57.82
Currently married (Percent),2024,Azerbaijan,AZE,1980,Median,Female,15-49,2,Interpolation,57.76
Currently married (Percent),2024,Azerbaijan,AZE,1981,Median,Female,15-49,2,Interpolation,57.87
Currently married (Percent),2024,Azerbaijan,AZE,1982,Median,Female,15-49,2,Interpolation,58.13
Currently married (Percent),2024,Azerbaijan,AZE,1983,Median,Female,15-49,2,Interpolation,58.44
Currently married (Percent),2024,Azerbaijan,AZE,1984,Median,Female,15-49,2,Interpolation,58.85
Currently married (Percent),2024,Azerbaijan,AZE,1985,Median,Female,15-49,2,Interpolation,59.36
Currently married (Percent),2024,Azerbaijan,AZE,1986,Median,Female,15-49,2,Interpolation,59.86
Currently married (Percent),2024,Azerbaijan,AZE,1987,Median,Female,15-49,2,Interpolation,60.28
Currently married (Percent),2024,Azerbaijan,AZE,1988,Median,Female,15-49,2,Interpolation,60.63
Currently married (Percent),2024,Azerbaijan,AZE,1989,Median,Female,15-49,2,Interpolation,60.94
Currently married (Percent),2024,Azerbaijan,AZE,1990,Median,Female,15-49,2,Interpolation,61.2
Currently married (Percent),2024,Azerbaijan,AZE,1991,Median,Female,15-49,2,Interpolation,61.43
Currently married (Percent),2024,Azerbaijan,AZE,1992,Median,Female,15-49,2,Interpolation,61.58
Currently married (Percent),2024,Azerbaijan,AZE,1993,Median,Female,15-49,2,Interpolation,61.78
Currently married (Percent),2024,Azerbaijan,AZE,1994,Median,Female,15-49,2,Interpolation,61.85
Currently married (Percent),2024,Azerbaijan,AZE,1995,Median,Female,15-49,2,Interpolation,61.76
Currently married (Percent),2024,Azerbaijan,AZE,1996,Median,Female,15-49,2,Interpolation,61.66
Currently married (Percent),2024,Azerbaijan,AZE,1997,Median,Female,15-49,2,Interpolation,61.49
Currently married (Percent),2024,Azerbaijan,AZE,1998,Median,Female,15-49,2,Interpolation,61.29
Currently married (Percent),2024,Azerbaijan,AZE,1999,Median,Female,15-49,2,Interpolation,61.04
Currently married (Percent),2024,Azerbaijan,AZE,2000,Median,Female,15-49,2,Interpolation,60.76
Currently married (Percent),2024,Azerbaijan,AZE,2001,Median,Female,15-49,2,Interpolation,60.43
Currently married (Percent),2024,Azerbaijan,AZE,2002,Median,Female,15-49,2,Interpolation,60.06
Currently married (Percent),2024,Azerbaijan,AZE,2003,Median,Female,15-49,2,Interpolation,59.72
Currently married (Percent),2024,Azerbaijan,AZE,2004,Median,Female,15-49,2,Interpolation,59.4
Currently married (Percent),2024,Azerbaijan,AZE,2005,Median,Female,15-49,2,Interpolation,59.08
Currently married (Percent),2024,Azerbaijan,AZE,2006,Median,Female,15-49,2,Interpolation,58.8
Currently married (Percent),2024,Azerbaijan,AZE,2007,Median,Female,15-49,2,Interpolation,58.58
Currently married (Percent),2024,Azerbaijan,AZE,2008,Median,Female,15-49,2,Interpolation,58.4
Currently married (Percent),2024,Azerbaijan,AZE,2009,Median,Female,15-49,2,Interpolation,58.29
Currently married (Percent),2024,Azerbaijan,AZE,2010,Median,Female,15-49,2,Interpolation,58.3
Currently married (Percent),2024,Azerbaijan,AZE,2011,Median,Female,15-49,2,Interpolation,58.42
Currently married (Percent),2024,Azerbaijan,AZE,2012,Median,Female,15-49,2,Interpolation,58.67
Currently married (Percent),2024,Azerbaijan,AZE,2013,Median,Female,15-49,2,Interpolation,59.08
Currently married (Percent),2024,Azerbaijan,AZE,2014,Median,Female,15-49,2,Interpolation,59.57
Currently married (Percent),2024,Azerbaijan,AZE,2015,Median,Female,15-49,2,Interpolation,60.06
Currently married (Percent),2024,Azerbaijan,AZE,2016,Median,Female,15-49,2,Interpolation,60.25
Currently married (Percent),2024,Azerbaijan,AZE,2017,Median,Female,15-49,2,Interpolation,60.09
Currently married (Percent),2024,Azerbaijan,AZE,2018,Median,Female,15-49,2,Interpolation,59.8
Currently married (Percent),2024,Azerbaijan,AZE,2019,Median,Female,15-49,2,Interpolation,59.7
Currently married (Percent),2024,Azerbaijan,AZE,2020,Median,Female,15-49,3,Projection,59.74
Currently married (Percent),2024,Azerbaijan,AZE,2021,Median,Female,15-49,3,Projection,59.66
Currently married (Percent),2024,Azerbaijan,AZE,2022,Median,Female,15-49,3,Projection,59.47
Currently married (Percent),2024,Azerbaijan,AZE,2023,Median,Female,15-49,3,Projection,59.21
Currently married (Percent),2024,Azerbaijan,AZE,2024,Median,Female,15-49,3,Projection,58.85
Currently married (Percent),2024,Azerbaijan,AZE,2025,Median,Female,15-49,3,Projection,58.42
Currently married (Percent),2024,Argentina,ARG,1970,Median,Female,15-49,2,Interpolation,60.38
Currently married (Percent),2024,Argentina,ARG,1971,Median,Female,15-49,2,Interpolation,60.18
Currently married (Percent),2024,Argentina,ARG,1972,Median,Female,15-49,2,Interpolation,60.0
Currently married (Percent),2024,Argentina,ARG,1973,Median,Female,15-49,2,Interpolation,59.84
Currently married (Percent),2024,Argentina,ARG,1974,Median,Female,15-49,2,Interpolation,59.69
Currently married (Percent),2024,Argentina,ARG,1975,Median,Female,15-49,2,Interpolation,59.55
Currently married (Percent),2024,Argentina,ARG,1976,Median,Female,15-49,2,Interpolation,59.45
Currently married (Percent),2024,Argentina,ARG,1977,Median,Female,15-49,2,Interpolation,59.35
Currently married (Percent),2024,Argentina,ARG,1978,Median,Female,15-49,2,Interpolation,59.24
Currently married (Percent),2024,Argentina,ARG,1979,Median,Female,15-49,2,Interpolation,59.14
Currently married (Percent),2024,Argentina,ARG,1980,Median,Female,15-49,2,Interpolation,59.07
Currently married (Percent),2024,Argentina,ARG,1981,Median,Female,15-49,2,Interpolation,59.02
Currently married (Percent),2024,Argentina,ARG,1982,Median,Female,15-49,2,Interpolation,58.96
Currently married (Percent),2024,Argentina,ARG,1983,Median,Female,15-49,2,Interpolation,58.88
Currently married (Percent),2024,Argentina,ARG,1984,Median,Female,15-49,2,Interpolation,58.77
Currently married (Percent),2024,Argentina,ARG,1985,Median,Female,15-49,2,Interpolation,58.63
Currently married (Percent),2024,Argentina,ARG,1986,Median,Female,15-49,2,Interpolation,58.44
Currently married (Percent),2024,Argentina,ARG,1987,Median,Female,15-49,2,Interpolation,58.22
Currently married (Percent),2024,Argentina,ARG,1988,Median,Female,15-49,2,Interpolation,57.99
Currently married (Percent),2024,Argentina,ARG,1989,Median,Female,15-49,2,Interpolation,57.73
Currently married (Percent),2024,Argentina,ARG,1990,Median,Female,15-49,2,Interpolation,57.45
Currently married (Percent),2024,Argentina,ARG,1991,Median,Female,15-49,2,Interpolation,57.15
Currently married (Percent),2024,Argentina,ARG,1992,Median,Female,15-49,2,Interpolation,56.82
Currently married (Percent),2024,Argentina,ARG,1993,Median,Female,15-49,2,Interpolation,56.5
Currently married (Percent),2024,Argentina,ARG,1994,Median,Female,15-49,2,Interpolation,56.2
Currently married (Percent),2024,Argentina,ARG,1995,Median,Female,15-49,2,Interpolation,55.93
Currently married (Percent),2024,Argentina,ARG,1996,Median,Female,15-49,2,Interpolation,55.68
Currently married (Percent),2024,Argentina,ARG,1997,Median,Female,15-49,2,Interpolation,55.48
Currently married (Percent),2024,Argentina,ARG,1998,Median,Female,15-49,2,Interpolation,55.31
Currently married (Percent),2024,Argentina,ARG,1999,Median,Female,15-49,2,Interpolation,55.19
Currently married (Percent),2024,Argentina,ARG,2000,Median,Female,15-49,2,Interpolation,55.09
Currently married (Percent),2024,Argentina,ARG,2001,Median,Female,15-49,2,Interpolation,55.01
Currently married (Percent),2024,Argentina,ARG,2002,Median,Female,15-49,2,Interpolation,54.72
Currently married (Percent),2024,Argentina,ARG,2003,Median,Female,15-49,2,Interpolation,54.42
Currently married (Percent),2024,Argentina,ARG,2004,Median,Female,15-49,2,Interpolation,54.13
Currently married (Percent),2024,Argentina,ARG,2005,Median,Female,15-49,2,Interpolation,53.82
Currently married (Percent),2024,Argentina,ARG,2006,Median,Female,15-49,2,Interpolation,53.5
Currently married (Percent),2024,Argentina,ARG,2007,Median,Female,15-49,2,Interpolation,53.18
Currently married (Percent),2024,Argentina,ARG,2008,Median,Female,15-49,2,Interpolation,52.86
Currently married (Percent),2024,Argentina,ARG,2009,Median,Female,15-49,2,Interpolation,52.54
Currently married (Percent),2024,Argentina,ARG,2010,Median,Female,15-49,2,Interpolation,52.22
Currently married (Percent),2024,Argentina,ARG,2011,Median,Female,15-49,2,Interpolation,51.94
Currently married (Percent),2024,Argentina,ARG,2012,Median,Female,15-49,2,Interpolation,51.67
Currently married (Percent),2024,Argentina,ARG,2013,Median,Female,15-49,2,Interpolation,51.43
Currently married (Percent),2024,Argentina,ARG,2014,Median,Female,15-49,2,Interpolation,51.18
Currently married (Percent),2024,Argentina,ARG,2015,Median,Female,15-49,2,Interpolation,50.94
Currently married (Percent),2024,Argentina,ARG,2016,Median,Female,15-49,2,Interpolation,50.71
Currently married (Percent),2024,Argentina,ARG,2017,Median,Female,15-49,2,Interpolation,50.48
Currently married (Percent),2024,Argentina,ARG,2018,Median,Female,15-49,2,Interpolation,50.24
Currently married (Percent),2024,Argentina,ARG,2019,Median,Female,15-49,2,Interpolation,50.0
Currently married (Percent),2024,Argentina,ARG,2020,Median,Female,15-49,2,Interpolation,49.74
Currently married (Percent),2024,Argentina,ARG,2021,Median,Female,15-49,3,Projection,49.45
Currently married (Percent),2024,Argentina,ARG,2022,Median,Female,15-49,3,Projection,49.16
Currently married (Percent),2024,Argentina,ARG,2023,Median,Female,15-49,3,Projection,48.85
Currently married (Percent),2024,Argentina,ARG,2024,Median,Female,15-49,3,Projection,48.55
Currently married (Percent),2024,Argentina,ARG,2025,Median,Female,15-49,3,Projection,48.26
Currently married (Percent),2024,Australia,AUS,1970,Median,Female,15-49,2,Interpolation,58.85
Currently married (Percent),2024,Australia,AUS,1971,Median,Female,15-49,2,Interpolation,58.85
Currently married (Percent),2024,Australia,AUS,1972,Median,Female,15-49,2,Interpolation,58.85
Currently married (Percent),2024,Australia,AUS,1973,Median,Female,15-49,2,Interpolation,58.83
Currently married (Percent),2024,Australia,AUS,1974,Median,Female,15-49,2,Interpolation,58.8
Currently married (Percent),2024,Australia,AUS,1975,Median,Female,15-49,2,Interpolation,58.79
Currently married (Percent),2024,Australia,AUS,1976,Median,Female,15-49,2,Interpolation,58.77
Currently married (Percent),2024,Australia,AUS,1977,Median,Female,15-49,2,Interpolation,58.79
Currently married (Percent),2024,Australia,AUS,1978,Median,Female,15-49,2,Interpolation,58.88
Currently married (Percent),2024,Australia,AUS,1979,Median,Female,15-49,2,Interpolation,59.03
Currently married (Percent),2024,Australia,AUS,1980,Median,Female,15-49,2,Interpolation,59.27
Currently married (Percent),2024,Australia,AUS,1981,Median,Female,15-49,2,Interpolation,59.59
Currently married (Percent),2024,Australia,AUS,1982,Median,Female,15-49,2,Interpolation,59.97
Currently married (Percent),2024,Australia,AUS,1983,Median,Female,15-49,2,Interpolation,60.33
Currently married (Percent),2024,Australia,AUS,1984,Median,Female,15-49,2,Interpolation,60.63
Currently married (Percent),2024,Australia,AUS,1985,Median,Female,15-49,2,Interpolation,60.84
Currently married (Percent),2024,Australia,AUS,1986,Median,Female,15-49,2,Interpolation,60.96
Currently married (Percent),2024,Australia,AUS,1987,Median,Female,15-49,2,Interpolation,60.65
Currently married (Percent),2024,Australia,AUS,1988,Median,Female,15-49,2,Interpolation,60.42
Currently married (Percent),2024,Australia,AUS,1989,Median,Female,15-49,2,Interpolation,60.27
Currently married (Percent),2024,Australia,AUS,1990,Median,Female,15-49,2,Interpolation,60.18
Currently married (Percent),2024,Australia,AUS,1991,Median,Female,15-49,2,Interpolation,60.14
Currently married (Percent),2024,Australia,AUS,1992,Median,Female,15-49,2,Interpolation,60.1
Currently married (Percent),2024,Australia,AUS,1993,Median,Female,15-49,2,Interpolation,60.02
Currently married (Percent),2024,Australia,AUS,1994,Median,Female,15-49,2,Interpolation,59.87
Currently married (Percent),2024,Australia,AUS,1995,Median,Female,15-49,2,Interpolation,59.67
