country,year,indicator,unit,value,source
Hungary,2002,total_fertility_rate,%,1.3,OECD
Iceland,2002,total_fertility_rate,%,1.93,OECD
Ireland,2002,total_fertility_rate,%,1.98,OECD
Italy,2002,total_fertility_rate,%,1.27,OECD
Japan,2002,total_fertility_rate,%,1.32,OECD
Korea,2002,total_fertility_rate,%,1.18,OECD
Latvia,2002,total_fertility_rate,%,1.26,OECD
Lithuania,2002,total_fertility_rate,%,1.23,OECD
Luxembourg,2002,total_fertility_rate,%,1.63,OECD
Mexico,2002,total_fertility_rate,%,2.62,OECD
Netherlands,2002,total_fertility_rate,%,1.73,OECD
New Zealand,2002,total_fertility_rate,%,1.89,OECD
Norway,2002,total_fertility_rate,%,1.75,OECD
Poland,2002,total_fertility_rate,%,1.25,OECD
Portugal,2002,total_fertility_rate,%,1.47,OECD
Slovak Republic,2002,total_fertility_rate,%,1.19,OECD
Slovenia,2002,total_fertility_rate,%,1.21,OECD
Spain,2002,total_fertility_rate,%,1.25,OECD
Sweden,2002,total_fertility_rate,%,1.65,OECD
Switzerland,2002,total_fertility_rate,%,1.39,OECD
Türkiye,2002,total_fertility_rate,%,2.17,OECD
United States,2002,total_fertility_rate,%,2.01,OECD
OECD-38,2002,total_fertility_rate,%,1.65,OECD
Brazil,2002,total_fertility_rate,%,2.08,OECD
China,2002,total_fertility_rate,%,1.57,OECD
India,2002,total_fertility_rate,%,3.22,OECD
Indonesia,2002,total_fertility_rate,%,2.44,OECD
Peru,2002,total_fertility_rate,%,2.69,OECD
South Africa,2002,total_fertility_rate,%,2.32,OECD
Thailand,2002,total_fertility_rate,%,1.69,OECD
Argentina,2002,total_fertility_rate,%,2.49,OECD
Saudi Arabia,2002,total_fertility_rate,%,3.71,OECD
Bulgaria,2002,total_fertility_rate,%,1.21,OECD
Croatia,2002,total_fertility_rate,%,1.42,OECD
EU-27 average,2002,total_fertility_rate,%,1.44,OECD
Australia,2003,total_fertility_rate,%,1.77,OECD
Austria,2003,total_fertility_rate,%,1.38,OECD
Belgium,2003,total_fertility_rate,%,1.67,OECD
Canada,2003,total_fertility_rate,%,1.55,OECD
Chile,2003,total_fertility_rate,%,1.94,OECD
Colombia,2003,total_fertility_rate,%,2.45,OECD
Costa Rica,2003,total_fertility_rate,%,2.08,OECD
Czechia,2003,total_fertility_rate,%,1.18,OECD
Denmark,2003,total_fertility_rate,%,1.76,OECD
Estonia,2003,total_fertility_rate,%,1.36,OECD
Finland,2003,total_fertility_rate,%,1.76,OECD
France,2003,total_fertility_rate,%,1.89,OECD
Germany,2003,total_fertility_rate,%,1.34,OECD
Greece,2003,total_fertility_rate,%,1.29,OECD
Hungary,2003,total_fertility_rate,%,1.27,OECD
Iceland,2003,total_fertility_rate,%,1.99,OECD
Ireland,2003,total_fertility_rate,%,1.98,OECD
Italy,2003,total_fertility_rate,%,1.29,OECD
Japan,2003,total_fertility_rate,%,1.29,OECD
Korea,2003,total_fertility_rate,%,1.19,OECD
Latvia,2003,total_fertility_rate,%,1.32,OECD
Lithuania,2003,total_fertility_rate,%,1.26,OECD
Luxembourg,2003,total_fertility_rate,%,1.62,OECD
Mexico,2003,total_fertility_rate,%,2.58,OECD
Netherlands,2003,total_fertility_rate,%,1.75,OECD
New Zealand,2003,total_fertility_rate,%,1.93,OECD
Norway,2003,total_fertility_rate,%,1.8,OECD
Poland,2003,total_fertility_rate,%,1.22,OECD
Portugal,2003,total_fertility_rate,%,1.44,OECD
Slovak Republic,2003,total_fertility_rate,%,1.2,OECD
Slovenia,2003,total_fertility_rate,%,1.2,OECD
Spain,2003,total_fertility_rate,%,1.3,OECD
Sweden,2003,total_fertility_rate,%,1.72,OECD
Switzerland,2003,total_fertility_rate,%,1.39,OECD
Türkiye,2003,total_fertility_rate,%,2.09,OECD
United States,2003,total_fertility_rate,%,2.04,OECD
OECD-38,2003,total_fertility_rate,%,1.66,OECD
Brazil,2003,total_fertility_rate,%,2.01,OECD
China,2003,total_fertility_rate,%,1.57,OECD
India,2003,total_fertility_rate,%,3.12,OECD
Indonesia,2003,total_fertility_rate,%,2.41,OECD
Peru,2003,total_fertility_rate,%,2.66,OECD
South Africa,2003,total_fertility_rate,%,2.36,OECD
Thailand,2003,total_fertility_rate,%,1.67,OECD
Argentina,2003,total_fertility_rate,%,2.45,OECD
Saudi Arabia,2003,total_fertility_rate,%,3.47,OECD
Bulgaria,2003,total_fertility_rate,%,1.23,OECD
Croatia,2003,total_fertility_rate,%,1.41,OECD
EU-27 average,2003,total_fertility_rate,%,1.45,OECD
Australia,2004,total_fertility_rate,%,1.78,OECD
Austria,2004,total_fertility_rate,%,1.42,OECD
Belgium,2004,total_fertility_rate,%,1.72,OECD
Canada,2004,total_fertility_rate,%,1.56,OECD
Chile,2004,total_fertility_rate,%,1.92,OECD
Colombia,2004,total_fertility_rate,%,2.38,OECD
Costa Rica,2004,total_fertility_rate,%,2.03,OECD
Czechia,2004,total_fertility_rate,%,1.23,OECD
Denmark,2004,total_fertility_rate,%,1.79,OECD
Estonia,2004,total_fertility_rate,%,1.47,OECD
Finland,2004,total_fertility_rate,%,1.8,OECD
France,2004,total_fertility_rate,%,1.92,OECD
Germany,2004,total_fertility_rate,%,1.36,OECD
Greece,2004,total_fertility_rate,%,1.31,OECD
Hungary,2004,total_fertility_rate,%,1.27,OECD
Iceland,2004,total_fertility_rate,%,2.03,OECD
Ireland,2004,total_fertility_rate,%,1.95,OECD
Italy,2004,total_fertility_rate,%,1.34,OECD
Japan,2004,total_fertility_rate,%,1.29,OECD
Korea,2004,total_fertility_rate,%,1.16,OECD
Latvia,2004,total_fertility_rate,%,1.29,OECD
Lithuania,2004,total_fertility_rate,%,1.27,OECD
Luxembourg,2004,total_fertility_rate,%,1.66,OECD
Mexico,2004,total_fertility_rate,%,2.54,OECD
Netherlands,2004,total_fertility_rate,%,1.73,OECD
New Zealand,2004,total_fertility_rate,%,1.98,OECD
Norway,2004,total_fertility_rate,%,1.83,OECD
Poland,2004,total_fertility_rate,%,1.23,OECD
Portugal,2004,total_fertility_rate,%,1.41,OECD
Slovak Republic,2004,total_fertility_rate,%,1.24,OECD
Slovenia,2004,total_fertility_rate,%,1.25,OECD
Spain,2004,total_fertility_rate,%,1.31,OECD
Sweden,2004,total_fertility_rate,%,1.75,OECD
Switzerland,2004,total_fertility_rate,%,1.42,OECD
Türkiye,2004,total_fertility_rate,%,2.11,OECD
United States,2004,total_fertility_rate,%,2.05,OECD
OECD-38,2004,total_fertility_rate,%,1.67,OECD
Brazil,2004,total_fertility_rate,%,1.97,OECD
China,2004,total_fertility_rate,%,1.61,OECD
India,2004,total_fertility_rate,%,3.05,OECD
Indonesia,2004,total_fertility_rate,%,2.42,OECD
Peru,2004,total_fertility_rate,%,2.67,OECD
South Africa,2004,total_fertility_rate,%,2.44,OECD
Thailand,2004,total_fertility_rate,%,1.67,OECD
Argentina,2004,total_fertility_rate,%,2.43,OECD
Saudi Arabia,2004,total_fertility_rate,%,3.26,OECD
Bulgaria,2004,total_fertility_rate,%,1.29,OECD
Croatia,2004,total_fertility_rate,%,1.43,OECD
EU-27 average,2004,total_fertility_rate,%,1.47,OECD
Australia,2005,total_fertility_rate,%,1.85,OECD
Austria,2005,total_fertility_rate,%,1.41,OECD
Belgium,2005,total_fertility_rate,%,1.76,OECD
Canada,2005,total_fertility_rate,%,1.58,OECD
Chile,2005,total_fertility_rate,%,1.91,OECD
Colombia,2005,total_fertility_rate,%,2.31,OECD
Costa Rica,2005,total_fertility_rate,%,2.04,OECD
Czechia,2005,total_fertility_rate,%,1.28,OECD
Denmark,2005,total_fertility_rate,%,1.8,OECD
Estonia,2005,total_fertility_rate,%,1.52,OECD
Finland,2005,total_fertility_rate,%,1.8,OECD
France,2005,total_fertility_rate,%,1.94,OECD
Germany,2005,total_fertility_rate,%,1.34,OECD
Greece,2005,total_fertility_rate,%,1.34,OECD
Hungary,2005,total_fertility_rate,%,1.3,OECD
Iceland,2005,total_fertility_rate,%,2.05,OECD
Ireland,2005,total_fertility_rate,%,1.88,OECD
Italy,2005,total_fertility_rate,%,1.33,OECD
Japan,2005,total_fertility_rate,%,1.26,OECD
Korea,2005,total_fertility_rate,%,1.09,OECD
Latvia,2005,total_fertility_rate,%,1.39,OECD
Lithuania,2005,total_fertility_rate,%,1.29,OECD
Luxembourg,2005,total_fertility_rate,%,1.62,OECD
Mexico,2005,total_fertility_rate,%,2.5,OECD
Netherlands,2005,total_fertility_rate,%,1.71,OECD
New Zealand,2005,total_fertility_rate,%,1.97,OECD
Norway,2005,total_fertility_rate,%,1.84,OECD
Poland,2005,total_fertility_rate,%,1.24,OECD
Portugal,2005,total_fertility_rate,%,1.42,OECD
Slovak Republic,2005,total_fertility_rate,%,1.25,OECD
Slovenia,2005,total_fertility_rate,%,1.26,OECD
Spain,2005,total_fertility_rate,%,1.33,OECD
Sweden,2005,total_fertility_rate,%,1.77,OECD
Switzerland,2005,total_fertility_rate,%,1.42,OECD
Türkiye,2005,total_fertility_rate,%,2.12,OECD
United States,2005,total_fertility_rate,%,2.06,OECD
OECD-38,2005,total_fertility_rate,%,1.67,OECD
Brazil,2005,total_fertility_rate,%,1.94,OECD
China,2005,total_fertility_rate,%,1.62,OECD
India,2005,total_fertility_rate,%,2.96,OECD
Indonesia,2005,total_fertility_rate,%,2.45,OECD
Peru,2005,total_fertility_rate,%,2.64,OECD
South Africa,2005,total_fertility_rate,%,2.51,OECD
Thailand,2005,total_fertility_rate,%,1.64,OECD
Argentina,2005,total_fertility_rate,%,2.43,OECD
Saudi Arabia,2005,total_fertility_rate,%,3.16,OECD
Bulgaria,2005,total_fertility_rate,%,1.32,OECD
Croatia,2005,total_fertility_rate,%,1.5,OECD
EU-27 average,2005,total_fertility_rate,%,1.48,OECD
Australia,2006,total_fertility_rate,%,1.88,OECD
Austria,2006,total_fertility_rate,%,1.41,OECD
Belgium,2006,total_fertility_rate,%,1.8,OECD
Canada,2006,total_fertility_rate,%,1.63,OECD
Chile,2006,total_fertility_rate,%,1.9,OECD
Colombia,2006,total_fertility_rate,%,2.24,OECD
Costa Rica,2006,total_fertility_rate,%,1.94,OECD
Czechia,2006,total_fertility_rate,%,1.33,OECD
Denmark,2006,total_fertility_rate,%,1.85,OECD
Estonia,2006,total_fertility_rate,%,1.58,OECD
Finland,2006,total_fertility_rate,%,1.84,OECD
France,2006,total_fertility_rate,%,2.0,OECD
Germany,2006,total_fertility_rate,%,1.33,OECD
Greece,2006,total_fertility_rate,%,1.4,OECD
Hungary,2006,total_fertility_rate,%,1.34,OECD
Iceland,2006,total_fertility_rate,%,2.07,OECD
Ireland,2006,total_fertility_rate,%,1.94,OECD
Italy,2006,total_fertility_rate,%,1.37,OECD
Japan,2006,total_fertility_rate,%,1.32,OECD
Korea,2006,total_fertility_rate,%,1.13,OECD
Latvia,2006,total_fertility_rate,%,1.46,OECD
Lithuania,2006,total_fertility_rate,%,1.33,OECD
Luxembourg,2006,total_fertility_rate,%,1.64,OECD
Mexico,2006,total_fertility_rate,%,2.46,OECD
Netherlands,2006,total_fertility_rate,%,1.72,OECD
New Zealand,2006,total_fertility_rate,%,2.01,OECD
Norway,2006,total_fertility_rate,%,1.9,OECD
Poland,2006,total_fertility_rate,%,1.27,OECD
Portugal,2006,total_fertility_rate,%,1.38,OECD
Slovak Republic,2006,total_fertility_rate,%,1.24,OECD
Slovenia,2006,total_fertility_rate,%,1.31,OECD
Spain,2006,total_fertility_rate,%,1.36,OECD
Sweden,2006,total_fertility_rate,%,1.85,OECD
Switzerland,2006,total_fertility_rate,%,1.44,OECD
Türkiye,2006,total_fertility_rate,%,2.12,OECD
United States,2006,total_fertility_rate,%,2.11,OECD
OECD-38,2006,total_fertility_rate,%,1.7,OECD
Brazil,2006,total_fertility_rate,%,1.9,OECD
China,2006,total_fertility_rate,%,1.64,OECD
India,2006,total_fertility_rate,%,2.87,OECD
Indonesia,2006,total_fertility_rate,%,2.46,OECD
Peru,2006,total_fertility_rate,%,2.62,OECD
South Africa,2006,total_fertility_rate,%,2.55,OECD
Thailand,2006,total_fertility_rate,%,1.63,OECD
Argentina,2006,total_fertility_rate,%,2.4,OECD
Saudi Arabia,2006,total_fertility_rate,%,3.18,OECD
Bulgaria,2006,total_fertility_rate,%,1.38,OECD
Croatia,2006,total_fertility_rate,%,1.47,OECD
EU-27 average,2006,total_fertility_rate,%,1.51,OECD
Australia,2007,total_fertility_rate,%,1.99,OECD
Austria,2007,total_fertility_rate,%,1.39,OECD
Belgium,2007,total_fertility_rate,%,1.82,OECD
Canada,2007,total_fertility_rate,%,1.67,OECD
Chile,2007,total_fertility_rate,%,1.9,OECD
Colombia,2007,total_fertility_rate,%,2.2,OECD
Costa Rica,2007,total_fertility_rate,%,1.95,OECD
Czechia,2007,total_fertility_rate,%,1.44,OECD
Denmark,2007,total_fertility_rate,%,1.84,OECD
Estonia,2007,total_fertility_rate,%,1.69,OECD
Finland,2007,total_fertility_rate,%,1.83,OECD
France,2007,total_fertility_rate,%,1.98,OECD
Germany,2007,total_fertility_rate,%,1.37,OECD
Greece,2007,total_fertility_rate,%,1.41,OECD
Hungary,2007,total_fertility_rate,%,1.31,OECD
Iceland,2007,total_fertility_rate,%,2.09,OECD
Ireland,2007,total_fertility_rate,%,2.01,OECD
Italy,2007,total_fertility_rate,%,1.39,OECD
Japan,2007,total_fertility_rate,%,1.34,OECD
Korea,2007,total_fertility_rate,%,1.26,OECD
Latvia,2007,total_fertility_rate,%,1.54,OECD
Lithuania,2007,total_fertility_rate,%,1.36,OECD
Luxembourg,2007,total_fertility_rate,%,1.61,OECD
Mexico,2007,total_fertility_rate,%,2.42,OECD
Netherlands,2007,total_fertility_rate,%,1.72,OECD
New Zealand,2007,total_fertility_rate,%,2.18,OECD
Norway,2007,total_fertility_rate,%,1.9,OECD
Poland,2007,total_fertility_rate,%,1.31,OECD
Portugal,2007,total_fertility_rate,%,1.35,OECD
Slovak Republic,2007,total_fertility_rate,%,1.25,OECD
Slovenia,2007,total_fertility_rate,%,1.38,OECD
Spain,2007,total_fertility_rate,%,1.38,OECD
Sweden,2007,total_fertility_rate,%,1.88,OECD
Switzerland,2007,total_fertility_rate,%,1.46,OECD
Türkiye,2007,total_fertility_rate,%,2.16,OECD
United States,2007,total_fertility_rate,%,2.12,OECD
OECD-38,2007,total_fertility_rate,%,1.73,OECD
Brazil,2007,total_fertility_rate,%,1.85,OECD
China,2007,total_fertility_rate,%,1.67,OECD
India,2007,total_fertility_rate,%,2.78,OECD
Indonesia,2007,total_fertility_rate,%,2.48,OECD
Peru,2007,total_fertility_rate,%,2.58,OECD
South Africa,2007,total_fertility_rate,%,2.55,OECD
Thailand,2007,total_fertility_rate,%,1.62,OECD
Argentina,2007,total_fertility_rate,%,2.37,OECD
Saudi Arabia,2007,total_fertility_rate,%,3.19,OECD
Bulgaria,2007,total_fertility_rate,%,1.49,OECD
Croatia,2007,total_fertility_rate,%,1.48,OECD
EU-27 average,2007,total_fertility_rate,%,1.54,OECD
Australia,2008,total_fertility_rate,%,2.02,OECD
Austria,2008,total_fertility_rate,%,1.42,OECD
Belgium,2008,total_fertility_rate,%,1.85,OECD
Canada,2008,total_fertility_rate,%,1.7,OECD
Chile,2008,total_fertility_rate,%,1.9,OECD
Colombia,2008,total_fertility_rate,%,2.16,OECD
Costa Rica,2008,total_fertility_rate,%,1.98,OECD
Czechia,2008,total_fertility_rate,%,1.5,OECD
Denmark,2008,total_fertility_rate,%,1.89,OECD
Estonia,2008,total_fertility_rate,%,1.72,OECD
Finland,2008,total_fertility_rate,%,1.85,OECD
France,2008,total_fertility_rate,%,2.01,OECD
Germany,2008,total_fertility_rate,%,1.38,OECD
Greece,2008,total_fertility_rate,%,1.5,OECD
Hungary,2008,total_fertility_rate,%,1.35,OECD
Iceland,2008,total_fertility_rate,%,2.14,OECD
Ireland,2008,total_fertility_rate,%,2.06,OECD
Italy,2008,total_fertility_rate,%,1.44,OECD
Japan,2008,total_fertility_rate,%,1.37,OECD
Korea,2008,total_fertility_rate,%,1.19,OECD
Latvia,2008,total_fertility_rate,%,1.58,OECD
Lithuania,2008,total_fertility_rate,%,1.45,OECD
Luxembourg,2008,total_fertility_rate,%,1.6,OECD
Mexico,2008,total_fertility_rate,%,2.39,OECD
Netherlands,2008,total_fertility_rate,%,1.77,OECD
New Zealand,2008,total_fertility_rate,%,2.19,OECD
Norway,2008,total_fertility_rate,%,1.96,OECD
Poland,2008,total_fertility_rate,%,1.39,OECD
Portugal,2008,total_fertility_rate,%,1.4,OECD
Slovak Republic,2008,total_fertility_rate,%,1.32,OECD
Slovenia,2008,total_fertility_rate,%,1.53,OECD
Spain,2008,total_fertility_rate,%,1.45,OECD
Sweden,2008,total_fertility_rate,%,1.91,OECD
Switzerland,2008,total_fertility_rate,%,1.48,OECD
Türkiye,2008,total_fertility_rate,%,2.15,OECD
United States,2008,total_fertility_rate,%,2.07,OECD
OECD-38,2008,total_fertility_rate,%,1.76,OECD
Brazil,2008,total_fertility_rate,%,1.82,OECD
China,2008,total_fertility_rate,%,1.7,OECD
India,2008,total_fertility_rate,%,2.71,OECD
Indonesia,2008,total_fertility_rate,%,2.44,OECD
Peru,2008,total_fertility_rate,%,2.53,OECD
South Africa,2008,total_fertility_rate,%,2.68,OECD
Thailand,2008,total_fertility_rate,%,1.59,OECD
Argentina,2008,total_fertility_rate,%,2.43,OECD
Saudi Arabia,2008,total_fertility_rate,%,3.07,OECD
Bulgaria,2008,total_fertility_rate,%,1.56,OECD
Croatia,2008,total_fertility_rate,%,1.55,OECD
EU-27 average,2008,total_fertility_rate,%,1.59,OECD
Australia,2009,total_fertility_rate,%,1.97,OECD
Austria,2009,total_fertility_rate,%,1.4,OECD
Belgium,2009,total_fertility_rate,%,1.84,OECD
Canada,2009,total_fertility_rate,%,1.69,OECD
Chile,2009,total_fertility_rate,%,1.89,OECD
Colombia,2009,total_fertility_rate,%,2.1,OECD
Costa Rica,2009,total_fertility_rate,%,1.95,OECD
Czechia,2009,total_fertility_rate,%,1.49,OECD
Denmark,2009,total_fertility_rate,%,1.84,OECD
Estonia,2009,total_fertility_rate,%,1.7,OECD
Finland,2009,total_fertility_rate,%,1.86,OECD
France,2009,total_fertility_rate,%,2.0,OECD
Germany,2009,total_fertility_rate,%,1.36,OECD
Greece,2009,total_fertility_rate,%,1.5,OECD
Hungary,2009,total_fertility_rate,%,1.32,OECD
Iceland,2009,total_fertility_rate,%,2.22,OECD
Ireland,2009,total_fertility_rate,%,2.06,OECD
Italy,2009,total_fertility_rate,%,1.44,OECD
Japan,2009,total_fertility_rate,%,1.37,OECD
Korea,2009,total_fertility_rate,%,1.15,OECD
Latvia,2009,total_fertility_rate,%,1.46,OECD
Lithuania,2009,total_fertility_rate,%,1.5,OECD
Luxembourg,2009,total_fertility_rate,%,1.59,OECD
Mexico,2009,total_fertility_rate,%,2.36,OECD
Netherlands,2009,total_fertility_rate,%,1.79,OECD
New Zealand,2009,total_fertility_rate,%,2.13,OECD
Norway,2009,total_fertility_rate,%,1.98,OECD
Poland,2009,total_fertility_rate,%,1.4,OECD
Portugal,2009,total_fertility_rate,%,1.35,OECD
Slovak Republic,2009,total_fertility_rate,%,1.41,OECD
Slovenia,2009,total_fertility_rate,%,1.53,OECD
Spain,2009,total_fertility_rate,%,1.38,OECD
Sweden,2009,total_fertility_rate,%,1.94,OECD
Switzerland,2009,total_fertility_rate,%,1.5,OECD
Türkiye,2009,total_fertility_rate,%,2.1,OECD
United States,2009,total_fertility_rate,%,2.0,OECD
OECD-38,2009,total_fertility_rate,%,1.75,OECD
Brazil,2009,total_fertility_rate,%,1.8,OECD
China,2009,total_fertility_rate,%,1.71,OECD
India,2009,total_fertility_rate,%,2.67,OECD
Indonesia,2009,total_fertility_rate,%,2.44,OECD
Peru,2009,total_fertility_rate,%,2.48,OECD
South Africa,2009,total_fertility_rate,%,2.5,OECD
Thailand,2009,total_fertility_rate,%,1.57,OECD
Argentina,2009,total_fertility_rate,%,2.4,OECD
Saudi Arabia,2009,total_fertility_rate,%,2.95,OECD
Bulgaria,2009,total_fertility_rate,%,1.66,OECD
Croatia,2009,total_fertility_rate,%,1.58,OECD
EU-27 average,2009,total_fertility_rate,%,1.59,OECD
Australia,2010,total_fertility_rate,%,1.95,OECD
Austria,2010,total_fertility_rate,%,1.44,OECD
Belgium,2010,total_fertility_rate,%,1.86,OECD
Canada,2010,total_fertility_rate,%,1.65,OECD
Chile,2010,total_fertility_rate,%,1.88,OECD
Colombia,2010,total_fertility_rate,%,2.01,OECD
Costa Rica,2010,total_fertility_rate,%,1.83,OECD
Czechia,2010,total_fertility_rate,%,1.49,OECD
Denmark,2010,total_fertility_rate,%,1.87,OECD
Estonia,2010,total_fertility_rate,%,1.72,OECD
Finland,2010,total_fertility_rate,%,1.87,OECD
France,2010,total_fertility_rate,%,2.03,OECD
Germany,2010,total_fertility_rate,%,1.39,OECD
Greece,2010,total_fertility_rate,%,1.48,OECD
Hungary,2010,total_fertility_rate,%,1.25,OECD
Iceland,2010,total_fertility_rate,%,2.2,OECD
Ireland,2010,total_fertility_rate,%,2.05,OECD
Italy,2010,total_fertility_rate,%,1.44,OECD
Japan,2010,total_fertility_rate,%,1.39,OECD
Korea,2010,total_fertility_rate,%,1.23,OECD
Latvia,2010,total_fertility_rate,%,1.36,OECD
Lithuania,2010,total_fertility_rate,%,1.5,OECD
Luxembourg,2010,total_fertility_rate,%,1.63,OECD
Mexico,2010,total_fertility_rate,%,2.34,OECD
Netherlands,2010,total_fertility_rate,%,1.8,OECD
New Zealand,2010,total_fertility_rate,%,2.17,OECD
Norway,2010,total_fertility_rate,%,1.95,OECD
Poland,2010,total_fertility_rate,%,1.38,OECD
Portugal,2010,total_fertility_rate,%,1.39,OECD
Slovak Republic,2010,total_fertility_rate,%,1.4,OECD
Slovenia,2010,total_fertility_rate,%,1.57,OECD
Spain,2010,total_fertility_rate,%,1.37,OECD
Sweden,2010,total_fertility_rate,%,1.98,OECD
Switzerland,2010,total_fertility_rate,%,1.54,OECD
Türkiye,2010,total_fertility_rate,%,2.08,OECD
United States,2010,total_fertility_rate,%,1.93,OECD
OECD-38,2010,total_fertility_rate,%,1.75,OECD
Brazil,2010,total_fertility_rate,%,1.79,OECD
China,2010,total_fertility_rate,%,1.69,OECD
India,2010,total_fertility_rate,%,2.6,OECD
Indonesia,2010,total_fertility_rate,%,2.46,OECD
Peru,2010,total_fertility_rate,%,2.42,OECD
South Africa,2010,total_fertility_rate,%,2.45,OECD
Thailand,2010,total_fertility_rate,%,1.56,OECD
Argentina,2010,total_fertility_rate,%,2.41,OECD
Saudi Arabia,2010,total_fertility_rate,%,2.81,OECD
Bulgaria,2010,total_fertility_rate,%,1.57,OECD
Croatia,2010,total_fertility_rate,%,1.55,OECD
EU-27 average,2010,total_fertility_rate,%,1.58,OECD
Australia,2011,total_fertility_rate,%,1.92,OECD
Austria,2011,total_fertility_rate,%,1.43,OECD
Belgium,2011,total_fertility_rate,%,1.81,OECD
Canada,2011,total_fertility_rate,%,1.63,OECD
Chile,2011,total_fertility_rate,%,1.82,OECD
Colombia,2011,total_fertility_rate,%,1.94,OECD
Costa Rica,2011,total_fertility_rate,%,1.88,OECD
Czechia,2011,total_fertility_rate,%,1.43,OECD
Denmark,2011,total_fertility_rate,%,1.75,OECD
Estonia,2011,total_fertility_rate,%,1.61,OECD
Finland,2011,total_fertility_rate,%,1.83,OECD
France,2011,total_fertility_rate,%,2.01,OECD
Germany,2011,total_fertility_rate,%,1.39,OECD
Greece,2011,total_fertility_rate,%,1.4,OECD
Hungary,2011,total_fertility_rate,%,1.23,OECD
Iceland,2011,total_fertility_rate,%,2.01,OECD
Ireland,2011,total_fertility_rate,%,2.03,OECD
Italy,2011,total_fertility_rate,%,1.42,OECD
Japan,2011,total_fertility_rate,%,1.39,OECD
Korea,2011,total_fertility_rate,%,1.24,OECD
Latvia,2011,total_fertility_rate,%,1.33,OECD
Lithuania,2011,total_fertility_rate,%,1.55,OECD
Luxembourg,2011,total_fertility_rate,%,1.51,OECD
Mexico,2011,total_fertility_rate,%,2.32,OECD
Netherlands,2011,total_fertility_rate,%,1.76,OECD
New Zealand,2011,total_fertility_rate,%,2.09,OECD
Norway,2011,total_fertility_rate,%,1.88,OECD
Poland,2011,total_fertility_rate,%,1.3,OECD
Portugal,2011,total_fertility_rate,%,1.35,OECD
Slovak Republic,2011,total_fertility_rate,%,1.45,OECD
Slovenia,2011,total_fertility_rate,%,1.56,OECD
Spain,2011,total_fertility_rate,%,1.34,OECD
Sweden,2011,total_fertility_rate,%,1.9,OECD
Switzerland,2011,total_fertility_rate,%,1.52,OECD
Türkiye,2011,total_fertility_rate,%,2.05,OECD
United States,2011,total_fertility_rate,%,1.89,OECD
OECD-38,2011,total_fertility_rate,%,1.71,OECD
Brazil,2011,total_fertility_rate,%,1.78,OECD
China,2011,total_fertility_rate,%,1.67,OECD
India,2011,total_fertility_rate,%,2.53,OECD
Indonesia,2011,total_fertility_rate,%,2.52,OECD
Peru,2011,total_fertility_rate,%,2.41,OECD
South Africa,2011,total_fertility_rate,%,2.44,OECD
Thailand,2011,total_fertility_rate,%,1.57,OECD
Argentina,2011,total_fertility_rate,%,2.39,OECD
Saudi Arabia,2011,total_fertility_rate,%,2.8,OECD
Bulgaria,2011,total_fertility_rate,%,1.51,OECD
Croatia,2011,total_fertility_rate,%,1.48,OECD
EU-27 average,2011,total_fertility_rate,%,1.54,OECD
Australia,2012,total_fertility_rate,%,1.93,OECD
Austria,2012,total_fertility_rate,%,1.44,OECD
Belgium,2012,total_fertility_rate,%,1.8,OECD
Canada,2012,total_fertility_rate,%,1.63,OECD
Chile,2012,total_fertility_rate,%,1.8,OECD
Colombia,2012,total_fertility_rate,%,1.9,OECD
Costa Rica,2012,total_fertility_rate,%,1.85,OECD
Czechia,2012,total_fertility_rate,%,1.45,OECD
Denmark,2012,total_fertility_rate,%,1.73,OECD
Estonia,2012,total_fertility_rate,%,1.56,OECD
Finland,2012,total_fertility_rate,%,1.8,OECD
France,2012,total_fertility_rate,%,2.01,OECD
Germany,2012,total_fertility_rate,%,1.41,OECD
Greece,2012,total_fertility_rate,%,1.34,OECD
Hungary,2012,total_fertility_rate,%,1.34,OECD
Iceland,2012,total_fertility_rate,%,2.11,OECD
Ireland,2012,total_fertility_rate,%,1.98,OECD
Italy,2012,total_fertility_rate,%,1.42,OECD
Japan,2012,total_fertility_rate,%,1.41,OECD
Korea,2012,total_fertility_rate,%,1.3,OECD
Latvia,2012,total_fertility_rate,%,1.44,OECD
Lithuania,2012,total_fertility_rate,%,1.6,OECD
Luxembourg,2012,total_fertility_rate,%,1.57,OECD
Mexico,2012,total_fertility_rate,%,2.29,OECD
Netherlands,2012,total_fertility_rate,%,1.72,OECD
New Zealand,2012,total_fertility_rate,%,2.1,OECD
Norway,2012,total_fertility_rate,%,1.85,OECD
Poland,2012,total_fertility_rate,%,1.3,OECD
Portugal,2012,total_fertility_rate,%,1.29,OECD
Slovak Republic,2012,total_fertility_rate,%,1.34,OECD
Slovenia,2012,total_fertility_rate,%,1.58,OECD
Spain,2012,total_fertility_rate,%,1.32,OECD
Sweden,2012,total_fertility_rate,%,1.91,OECD
Switzerland,2012,total_fertility_rate,%,1.53,OECD
Türkiye,2012,total_fertility_rate,%,2.11,OECD
United States,2012,total_fertility_rate,%,1.88,OECD
OECD-38,2012,total_fertility_rate,%,1.71,OECD
Brazil,2012,total_fertility_rate,%,1.77,OECD
China,2012,total_fertility_rate,%,1.8,OECD
India,2012,total_fertility_rate,%,2.47,OECD
Indonesia,2012,total_fertility_rate,%,2.51,OECD
Peru,2012,total_fertility_rate,%,2.36,OECD
